hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,file_id,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole
6308852,2020-08-14,dog,urine,GN,proteus,2020-08-19,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,S,S,S,S,S,R,R,R,,R,R,R,S,R,,,R,,R,,R
6308948,2020-07-29,cat,purulent,GN,pasteurella,2020-08-03,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,S,,,,S,,S,,S
6308978,2020-07-30,dog,urine,GN,escherichia,2020-08-04,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,R,R,S,-,S,S,S,S,S,,,S,,R,,S
6308981,2020-07-30,dog,urine,GN,klebsiella,2020-08-05,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,S,R,R,-,S,S,R,S,I,,,R,,R,,R
6308992,2021-01-05,dog,hemoculture,GN,burkholderia,2021-01-12,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,R,,,,,,,,R,S,R,,R,R,S,,,,,,,R,,S
6309159,2020-08-08,cat,bite wound,GN,stenotrophomonas,2020-08-14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,S
6309206,2020-08-04,cat,open wound,GN,acinetobacter,2020-08-07,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S
6309286,2020-09-01,dog,urine,GN,klebsiella,2020-09-08,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,R,R,R,R,R,R,R,+,R,I,R,R,I,,,R,,R,,R
6309286,2021-03-09,dog,urine,GN,klebsiella,2021-03-12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,R,R,,,R,,R,,R
6309418,2020-08-09,dog,flank wound,GN,neisseria,2020-08-14,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
6309468,2020-08-18,cat,urine,GN,burkholderia,2020-08-21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,,,,,,,,R,S,R,,R,R,I,,,,,,,R,,S
6309561,2020-08-25,cat,wound,GN,escherichia,2020-08-31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,R,R,R,+,S,S,R,R,S,,,R,,R,,R
6309572,2020-08-17,dog,ub mucosa,GN,pseudomonas,2020-08-24,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,R,,,,,,,,,
6309629,2020-08-17,dog,urine,GN,acinetobacter,2020-08-20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,R,R,,R,R,R,,,,,,,R,,R
6309716,2020-08-15,cat,abdominal cavity,GN,escherichia,2020-08-21,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,R,R,R,R,S,S,S,R,R,I,-,S,S,S,S,S,,,S,,R,,S
6309732,2020-08-15,cat,open wound,GN,pseudomonas,2020-08-20,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,R,,,,,,,,,
6309771,2020-08-23,dog,abscess,GN,klebsiella,2020-08-27,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R
6309847,2020-08-19,dog,open wound,GN,aeromonas,2020-08-26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,S,I,,,,,,,S,,I,,S,I,S,,,,,,,S,,S
6309871,2020-08-19,dog,abdominal cavity,GN,pseudomonas,2020-08-25,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6309933,2020-09-02,dog,fluid,GN,acinetobacter,2020-09-10,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,R,R,,S,S,R,,,,,,,R,,R
6310013,2020-11-26,dog,skin,GN,pseudomonas,2020-11-30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,R,,,,,,,,,
6310030,2021-02-24,dog,urine,GN,proteus,2021-03-02,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,R,S,,S,I,S,S,R,,,S,,R,,S
6310031,2020-08-21,cat,abdominal cavity,GN,enterobacter,2020-08-27,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,I,R,S,S,S,S,,S,S,S,S,S,,,S,,S,,S
6310086,2020-08-24,dog,abdominal cavity,GN,escherichia,2020-08-28,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,S,R,R,R,R,R,R,R,R,R,+,R,S,R,S,S,,,R,,R,,R
6310122,2020-10-12,dog,urine,GN,escherichia,2020-10-16,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,S,S,S,S,R,R,R,-,I,S,R,S,I,,,R,,R,,S
6310142,2020-09-08,dog,open wound,GN,pseudomonas,2020-09-11,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6310146,2020-08-24,cat,open wound,GN,pasteurella,2020-08-31,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,S,,S,,S
6310184,2020-09-24,cat,urine,GN,burkholderia,2020-09-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,S,,,,,S,,,,,,,R,,
6310208,2020-08-25,dog,urine,GN,proteus,2020-09-02,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,R,R,R,,I,I,R,R,R,,,R,,R,,R
6310331,2020-08-27,dog,stump pyometra,GN,pseudomonas,2020-09-01,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,I,,,,,,,,,
6310431,2021-04-22,cat,urine,GN,pseudomonas,2021-04-27,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,R,,R,,,I,,S,S,S,,,,,,,,,
6310448,2020-09-10,dog,ub mucosa,GN,enterobacter,2020-09-15,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,I,R,S,S,S,S,,S,S,S,S,S,,,S,,R,,S
6310478,2020-10-16,dog,surgical site,GN,escherichia,2020-10-22,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,S,R,R,R,R,R,R,R,R,R,R,+,S,S,R,S,S,,,R,,R,,S
6310499,2020-08-31,cat,chronic wound,GN,serratia,2020-09-08,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,S,,S,S,S,S,,S,,S,S,R,,,S,,R,,S
6301673,2020-12-02,cat,urine,GN,escherichia,2020-12-07,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,S,S,S,S,R,R,R,-,I,S,R,S,S,,,R,,R,,S
6310723,2020-09-23,dog,urine,GN,acinetobacter,2020-09-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,R,R,,R,S,R,,,,,,,R,,R
6310792,2020-09-07,cat,open wound,GN,escherichia,2020-09-10,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,R,S,S,S,R,R,I,-,S,S,S,S,S,,,I,,R,,S
6310795,2020-09-10,dog,chronic wound,GN,proteus,2020-09-15,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,R,R,R,R,R,R,R,,R,I,R,I,R,,,R,,R,,R
6310798,2020-12-25,dog,surgical wound,GN,enterobacter,2020-12-29,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,R,R,R,S,I,S,,S,S,S,S,S,,,S,,S,,S
6310823,2020-09-16,cat,surgical site,GN,pseudomonas,2020-09-21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,R,,R,S,R,,,,,,,,,
6310830,2020-09-27,dog,abdominal cavity,GN,escherichia,2020-10-01,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,R,R,R,R,S,S,S,S,R,I,-,S,S,S,S,S,,,I,,R,,S
6311108,2020-09-22,cat,nasal cavity,GN,pseudomonas,2020-09-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,I,,,,,,,,,,R,,R,S,R,,,,,,,,,
6311108,2020-09-22,cat,nasal cavity,GN,pseudomonas,2020-09-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,I,,,,,,,,,,R,,I,S,R,,,,,,,,,
6311142,2020-10-20,dog,surgical site,GN,pseudomonas,2020-10-26,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6311163,2020-09-15,dog,ear exudate,GN,escherichia,2020-09-21,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,R,R,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S
6311165,2020-09-22,dog,abdominal cavity,GN,klebsiella,2020-09-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R
6311199,2020-09-16,dog,open wound,GN,acinetobacter,2020-09-18,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S
6311199,2020-09-22,dog,wound,GN,pseudomonas,2020-09-29,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6311239,2020-09-25,dog,open wound,GN,klebsiella,2020-09-25,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,R,R,R,R,R,R,R,I,+,R,S,S,S,S,,,I,,R,,R
6311251,2020-09-18,cat,abdominal cavity,GN,acinetobacter,2020-09-25,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,S,S,,S,S,S,,,,,,,R,,S
6311260,2020-09-17,dog,wound,GN,klebsiella,2020-09-22,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S
6311295,2020-10-07,cat,abdominal cavity,GN,escherichia,2020-10-14,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,S,R,R,R,R,R,R,S,I,R,+,R,S,R,S,S,,,R,,R,,R
6311374,2020-09-21,cat,abdominal cavity,GN,acinetobacter,2020-09-29,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S
6311445,2020-09-23,cat,abdominal cavity,GN,pseudomonas,2020-09-28,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6311514,2020-09-22,cat,urine,GN,proteus,2020-09-28,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,R,S,,S,I,S,S,R,,,S,,R,,S
6311516,2020-09-24,dog,abdominal cavity,GN,escherichia,2020-09-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,R,R,R,R,R,R,R,R,R,R,R,+,S,S,R,S,S,,,R,,R,,R
6311558,2020-10-26,cat,open wound,GN,escherichia,2020-10-30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,S,R,R,R,R,R,R,R,R,R,+,R,S,R,I,S,,,R,,R,,R
6311648,2020-09-26,cat,flank abscess,GN,enterobacter,2020-10-02,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,I,R,S,I,S,S,,S,S,S,S,I,,,S,,S,,S
6311751,2021-01-25,cat,abscess,GN,pasteurella,2021-01-28,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,S,,,,S,,S,,S
6311791,2020-10-07,cat,open wound,GN,pasteurella,2020-10-12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,,R,R,R,,,R,R,R,,I,,S,S,S,S,,,,S,,R,,I
6311798,2020-09-30,dog,urine,GN,proteus,2020-10-06,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,I,R,S,S,S,S,S,S,R,S,,R,S,S,,R,,,S,,R,,S
6311802,2020-10-05,dog,abdominal cavity,GN,escherichia,2020-10-12,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,S,S,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S
6311809,2020-09-30,cat,urine,GN,escherichia,2020-10-07,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,R,R,R,R,R,I,S,+,R,S,S,S,S,,,S,,R,,S
6311949,2020-10-20,dog,ear exudate,GN,proteus,2020-10-28,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,R,S,,S,S,S,S,R,,,I,,R,,S
6311970,2020-10-06,cat,urine,GN,pseudomonas,2020-10-12,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,S,,S,S,S,,,,,,,,,
6311970,2020-10-16,cat,urine,GN,pseudomonas,2020-10-21,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,R,,,,,,,,,
6312057,2020-10-09,cat,surgical site,GN,pseudomonas,2020-10-15,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6312120,2020-10-20,dog,surgical site,GN,novosphingobium,2020-10-28,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
6312132,2020-10-07,cat,wound,GN,pseudomonas,2020-10-12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,R,,R,S,R,,,,,,,,,
6312206,2020-10-20,cat,pleural effusion,GN,burkholderia,2020-10-28,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,R,,,,,,,,R,S,R,,R,R,S,,,,,,,R,,S
6312212,2020-10-12,cat,bite wound,GN,serratia,2020-10-19,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,S,,S,I,S,S,,S,,S,S,R,,,S,,R,,S
6312360,2020-10-14,cat,tibia,GN,pseudomonas,2020-10-22,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,S,,,,,,,,I,S,S,,S,S,S,,,,,,,S,,S
6312397,2020-10-28,dog,urine,GN,pseudomonas,2020-11-02,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6312397,2020-10-14,dog,urine,GN,klebsiella,2020-10-19,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,S,S,,S,S,S,S,R,,,S,,S,,S
6312456,2020-10-16,dog,surgical site,GN,klebsiella,2020-10-26,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S
6312467,2020-10-15,dog,abdominal cavity,GN,elizabethkingia,2020-10-22,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,R,,,,,,,,I,S,S,,R,R,S,,,,,,,R,,R
6312669,2020-10-20,dog,urine,GN,proteus,2020-10-26,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,I,R,S,,S,I,S,S,R,,,S,,R,,S
6312696,2021-01-06,cat,ub mucosa,GN,proteus,2021-01-13,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,,R,I,,S,I,S,S,R,,,R,,R,,S
6312701,2020-10-24,dog,wound,GN,escherichia,2020-10-29,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,R,S,S,S,R,S,I,-,S,S,S,S,S,,,I,,R,,R
6312708,2020-11-09,dog,ub mucosa,GN,proteus,2020-11-13,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,S,S,S,R,R,R,,R,R,R,S,R,,,R,,R,,R
6312712,2020-10-21,cat,chronic wound,GN,ignatzschineria,2020-10-28,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,-,,,,,,,,,,,,
6312893,2020-10-25,dog,urine,GN,proteus,2020-10-28,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,R,S,,S,I,S,S,R,,,S,,R,,S
6312995,2020-10-28,cat,open wound,GN,serratia,2020-11-03,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,S,,S,I,S,S,,S,,S,S,R,,,S,,R,,S
6313007,2020-12-28,dog,urine,GN,escherichia,2020-12-30,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,R,R,-,R,S,R,S,S,,,R,,R,,S
6313065,2020-10-30,cat,wound,GN,pasteurella,2020-11-04,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,S,,S,,S
6313258,2020-11-03,cat,peritoneal effusion,GN,escherichia,2020-11-06,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,R,R,R,-,R,S,R,I,I,,,R,,R,,R
6313340,2020-11-16,dog,bal fluid,GN,klebsiella,2020-11-24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,R,R,R,R,R,R,R,-,R,S,R,R,I,,,R,,R,,R
6313349,2020-05-05,dog,urine,GN,klebsiella,2020-05-12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,S,S,R,R,R,R,R,R,R,R,I,+,R,S,S,S,R,,,I,,R,,S
6313393,2020-11-06,dog,urine,GN,escherichia,2020-11-11,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,S,I,-,S,S,S,S,S,,,S,,S,,S
6313429,2020-11-18,dog,urine,GN,escherichia,2020-11-24,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,I,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,I,,,R,,R,,R
6313482,2020-12-08,dog,ub mucosa,GN,stenotrophomonas,2020-12-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,S
6313520,2021-03-29,dog,pg abscess,GN,pseudomonas,2021-03-31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,R,,R,,,R,,S,S,R,,,,,,,,,
6313618,2020-11-13,dog,ear: pus,GN,pseudomonas,2020-11-23,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,S,S,R,,,,,,,,,
6313641,2020-12-09,cat,urine,GN,klebsiella,2020-12-15,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,R,I,-,S,S,S,S,I,,,I,,R,,S
6313662,2020-11-11,dog,urine,GN,escherichia,2020-11-17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,,R,,R,,S,,,+,S,,S,,I,,,,,R,,
6313674,2020-11-12,cat,urine,GN,acinetobacter,2020-11-17,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S
6313725,2020-11-27,dog,open wound,GN,pseudomonas,2020-12-01,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6313791,2020-11-16,dog,urine,GN,klebsiella,2020-11-23,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,I,R,R,R,R,R,R,S,R,R,+,R,S,R,S,I,,,R,,R,,R
6313835,2020-11-15,cat,urine,GN,acinetobacter,2020-11-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,R,R,,R,R,R,,,,,,,R,,R
6313975,2020-11-24,dog,abdominal cavity,GN,pseudomonas,2020-12-01,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6313978,2020-11-25,cat,urine,GN,escherichia,2020-12-01,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S
6313983,2020-11-18,dog,abscess,GN,escherichia,2020-11-26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,R,R,S,S,S,S,R,R,-,S,S,R,I,S,,,R,,R,,S
6314071,2020-12-22,cat,bronchoalveolar,GN,pseudomonas,2020-12-25,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,R,,,,,,,,,,S,,R,S,S,,,,,,,,,
6314131,2020-11-24,dog,urine,GN,klebsiella,2020-11-27,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,R,,,S,,S,,S
6314148,2020-11-23,dog,urine,GN,escherichia,2020-11-27,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S
6314172,2020-11-25,cat,open wound,GN,serratia,2020-12-01,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,R,R,,R,R,R,,R,S,S,R,,R,,I,S,R,,,I,,R,,R
6314192,2020-12-07,dog,ub mucosa,GN,pseudomonas,2020-12-15,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,I,S,R,,,,,,,,,
6314360,2021-01-21,dog,ub mucosa,GN,escherichia,2021-01-27,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,S,R,R,S,S,I,S,S,I,R,R,-,S,S,R,S,S,,,R,,R,,R
6314453,2020-12-01,dog,urine,GN,pseudomonas,2020-12-04,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
