hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id
5703227,2016-07-06,dog,ub mucosa,GN,escherichia,2016-07-07,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,R,S,S,1
5910244,2016-06-30,dog,liver,GN,pseudomonas,2016-07-07,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,I,R,,R,R,R,R,,S,,S,S,S,,R,S,,,,S,I,R,2
5910698,2016-07-06,dog,abscess,GN,klebsiella,2016-07-07,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,S,-,S,S,S,,I,S,,,,R,S,S,3
5817065,2016-07-08,cat,urine,GN,pseudomonas,2016-07-11,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,4
5900439,2016-07-08,dog,urine,GN,proteus,2016-07-11,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,R,,R,,R,,R,R,,,,R,R,R,5
5910777,2016-07-08,dog,urine,GN,salmonella,2016-07-11,train,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,R,R,R,R,,S,S,S,S,,S,,R,S,S,,R,R,,,,S,R,S,6
5910846,2016-07-08,dog,urine,GN,enterobacter,2016-07-11,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,,R,,R,R,R,R,,R,,R,S,R,,R,R,,,,R,R,R,7
5900374,2016-07-08,dog,urine,GN,klebsiella,2016-07-13,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,I,S,R,,R,,S,S,R,,R,R,,,,R,I,R,8
5906452,2016-07-08,cat,nasal discharge,GN,pseudomonas,2016-07-13,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,9
5910892,2016-07-07,dog,urine,GN,pseudomonas,2016-07-13,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,,R,S,R,,R,S,S,,,R,R,R,10
5700176,2016-07-09,dog,crust from skin,GN,pseudomonas,2016-07-14,train,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,R,,R,R,R,R,,S,,S,S,S,,R,S,,,,S,S,S,11
5907495,2016-07-10,dog,urine,GN,stenotrophomonas,2016-07-14,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,12
5911147,2016-07-10,cat,urine,GN,klebsiella,2016-07-14,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,R,R,,I,R,,,,R,R,R,13
5400033,2016-11-15,dog,blood,GN,hafnia,2016-11-24,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,,,,R,S,S,14
5501087,2016-10-07,dog,urine,GN,klebsiella,2016-10-12,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,15
5501395,2016-12-22,dog,urine,GN,klebsiella,2016-12-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,R,R,16
5501476,2016-08-22,dog,nasal discharge,GN,escherichia,2016-08-25,train,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,I,,S,-,S,S,S,,S,R,,,,S,S,S,17
5501481,2016-09-07,dog,urine,GN,klebsiella,2016-09-16,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,I,+,S,S,S,,S,R,,,,S,S,R,18
5501579,2016-10-01,dog,opened wound,GN,aeromonas,2016-10-06,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,I,R,R,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,19
5501579,2016-10-01,dog,fluid,GN,aeromonas,2016-10-06,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,I,R,R,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,20
5502123,2016-11-21,dog,urine,GN,escherichia,2016-11-28,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,R,21
5505669,2016-08-01,dog,urine,GN,pseudomonas,2016-08-04,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,I,S,S,,R,S,S,,,R,S,R,22
5506054,2016-07-21,dog,urine,GN,escherichia,2016-07-28,train,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,R,R,,S,R,,,,R,I,R,23
5508293,2016-12-06,dog,ub mucosa,GN,pseudomonas,2016-12-15,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,24
5508665,2016-08-21,dog,urine,GN,escherichia,2016-08-25,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R,25
5512195,2016-07-25,cat,urine,GN,escherichia,2016-08-08,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,S,,S,S,S,,R,R,,,,R,S,R,26
5513817,2016-08-30,dog,purelent exudate จากแผลข้าง scrotal sac,GN,pseudomonas,2016-09-05,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,-,I,S,S,,R,S,S,,,R,S,R,27
5513817,2016-09-14,dog,urine,GN,pseudomonas,2016-09-21,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,-,R,S,R,,R,S,S,,,R,R,R,28
5514579,2016-12-23,dog,urine,GN,escherichia,2016-12-29,train,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,I,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,S,29
5517534,2016-07-11,dog,urine,GN,escherichia,2016-07-17,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,I,-,S,S,S,,S,R,S,,,S,S,R,30
5517534,2016-07-15,dog,abdominal fluid,GN,escherichia,2016-07-24,train,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,I,R,31
5519185,2016-08-06,dog,urine,GN,escherichia,2016-08-10,train,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,,S,R,R,,R,R,,,,R,R,R,32
5521671,2016-07-12,dog,urine,GN,pseudomonas,2016-07-17,train,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,I,R,,R,R,S,,,R,I,R,33
5521789,2016-08-26,cat,urine,GN,escherichia,2016-08-31,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,34
5600141,2016-12-20,dog,urine,GN,escherichia,2016-12-26,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,R,S,R,35
5607332,2016-09-19,dog,urine,GN,proteus,2016-09-23,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,R,,S,S,S,R,,R,,R,,R,,R,S,,,,R,I,R,36
5608743,2016-10-16,cat,urine,GN,pseudomonas,2016-10-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,I,S,,R,S,S,,,R,S,R,37
5609207,2016-10-08,dog,opened wound,GN,escherichia,2016-10-13,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,I,-,S,S,S,,S,S,,,,S,S,S,38
5611443,2016-10-26,dog,prostate,GN,proteus,2016-10-31,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,S,,S,,S,,R,S,,,,S,S,S,39
5612372,2016-10-26,cat,urine,GN,serratia,2016-11-01,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,,R,,S,,S,S,,S,,S,S,S,,R,S,,,,R,S,S,40
5612774,2016-11-14,other,opened wound,GN,escherichia,2016-11-16,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,S,,R,-,S,S,R,,S,S,,,,R,S,R,41
5617337,2016-08-19,cat,urine,GN,pseudomonas,2016-08-24,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,42
5700330,2016-10-07,dog,pus,GN,escherichia,2016-10-12,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,R,,R,-,R,S,R,,S,R,,,,R,S,R,43
5700401,2016-10-27,dog,urine,GN,escherichia,2016-11-02,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,I,+,S,S,S,,S,R,,,,R,S,R,44
5701789,2016-12-06,dog,urine,GN,klebsiella,2016-12-09,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,R,R,,,,R,R,I,45
5703095,2016-10-14,dog,urine,GN,escherichia,2016-10-21,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,I,,R,-,S,S,R,,S,R,,,,R,S,S,46
5703634,2016-08-30,cat,urine,GN,acinetobacter,2016-09-05,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,S,,I,S,S,S,47
5703634,2016-08-30,cat,urine,GN,klebsiella,2016-09-05,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,I,R,,,,S,S,S,48
5704362,2016-08-19,dog,urine,GN,proteus,2016-08-25,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,S,,S,S,S,R,,R,,R,,R,,R,R,,,,R,I,R,49
5704957,2016-08-24,cat,urine,GN,pseudomonas,2016-08-31,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,I,R,S,,R,S,S,,,R,S,R,50
5706519,2016-08-02,dog,ear wax,GN,proteus,2016-08-08,train,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,R,,S,S,S,S,,S,,R,,S,,R,S,,,,R,I,S,51
5707735,2016-10-29,dog,opened wound,GN,acinetobacter,2016-11-04,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,S,R,S,R,52
5709405,2016-09-18,cat,abdominal fluid,GN,enterobacter,2016-09-23,train,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,R,,R,,I,S,S,R,,S,,S,S,S,,S,S,,,,R,S,S,53
5713382,2016-12-11,dog,urine,GN,escherichia,2016-12-16,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,S,,S,S,S,S,,R,-,S,S,R,,S,S,,,,S,S,S,54
5713382,2016-12-27,dog,ub mucosa,GN,escherichia,2016-12-30,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,R,,S,S,S,S,,R,-,S,S,R,,S,S,,,,S,S,S,55
5713911,2016-08-22,dog,urine,GN,proteus,2016-08-25,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,S,,S,S,S,R,,R,-,R,,R,,R,S,,,,R,I,R,56
5800357,2016-08-23,dog,mass,GN,pseudomonas,2016-08-29,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,I,R,,R,S,S,,,R,R,R,57
5802620,2016-11-24,other,opened wound,GN,pseudomonas,2016-12-06,train,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,S,S,R,,R,R,I,R,,S,,S,S,S,,R,S,,,,S,S,S,58
5802932,2016-10-20,dog,urine,GN,pseudomonas,2016-10-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,I,R,R,R,,I,,S,S,S,,R,S,,,,R,S,R,59
5803629,2016-12-11,dog,abdominal fluid,GN,klebsiella,2016-12-16,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,I,R,,,,R,R,R,60
5803930,2016-08-23,dog,urine,GN,proteus,2016-08-29,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,S,,S,S,S,S,,R,,S,,R,,R,S,,,,R,S,R,61
5803940,2016-12-03,dog,urine,GN,proteus,2016-12-09,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,,R,,R,,R,R,,,,R,I,R,62
5804251,2016-10-06,dog,nasal discharge,GN,pseudomonas,2016-10-12,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,,R,S,R,,R,R,S,,,R,R,R,63
5804874,2016-12-17,dog,prostate,GN,escherichia,2016-12-21,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,S,,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,64
5807761,2016-11-03,dog,pg abscess,GN,klebsiella,2016-11-08,train,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,S,,I,-,R,R,S,,S,R,,,,S,R,R,65
5811959,2016-12-01,dog,urine,GN,proteus,2016-12-09,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,R,,R,,S,,R,R,,,,R,I,R,66
5812484,2016-10-07,dog,urine,GN,pseudomonas,2016-10-13,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,R,S,S,,R,S,S,,,R,S,R,67
5813347,2016-09-13,dog,ear swab,GN,pseudomonas,2016-09-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,-,I,S,S,,R,S,S,,,R,S,R,68
5813536,2016-09-20,dog,urine,GN,proteus,2016-09-26,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,R,,R,,S,,S,,R,S,,,,R,S,R,69
5814687,2016-11-05,dog,urine,GN,escherichia,2016-11-10,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,I,,R,+,R,S,R,,S,R,,,,R,R,S,70
5817236,2016-12-02,dog,urine,GN,escherichia,2016-12-08,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,S,S,R,,I,R,,,,R,S,R,71
5817236,2016-11-23,dog,urine,GN,escherichia,2016-11-28,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,+,S,S,R,,S,R,,,,S,S,S,72
5818352,2016-09-19,cat,wound,GN,klebsiella,2016-09-23,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,I,S,S,73
5818367,2016-10-11,dog,urine,GN,proteus,2016-10-19,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,,R,,R,,R,R,,,,R,I,R,74
5900283,2016-10-07,dog,urine,GN,escherichia,2016-10-13,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,S,S,S,,R,-,S,S,R,,S,R,,,,S,S,R,75
5900310,2016-09-12,dog,anal,GN,escherichia,2016-09-17,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,S,76
5900329,2016-09-07,dog,urine,GN,klebsiella,2016-09-12,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,I,R,,,,R,R,R,77
5900374,2016-10-27,dog,urine,GN,klebsiella,2016-11-02,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,-,I,S,R,,I,R,,,,R,R,R,78
5900384,2016-08-09,dog,urine,GN,escherichia,2016-08-17,train,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,R,,R,R,R,R,,S,-,S,S,S,,I,R,,,,R,S,S,79
5900514,2016-10-20,dog,urine,GN,escherichia,2016-10-25,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,I,+,R,S,S,,S,R,,,,R,R,R,80
5900619,2016-08-29,dog,urine,GN,pseudomonas,2016-09-02,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,-,S,S,S,,R,S,S,,,R,S,R,81
5900713,2016-09-03,dog,urine,GN,escherichia,2016-09-08,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,R,82
5900715,2016-08-09,dog,urine,GN,klebsiella,2016-08-17,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,S,R,,R,-,R,R,R,,R,R,,,,R,S,R,83
5901203,2016-11-04,dog,abscess,GN,escherichia,2016-11-09,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,R,-,R,S,R,,S,I,,,,R,S,S,84
5901732,2016-10-18,dog,urine,GN,escherichia,2016-10-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,S,S,,I,-,R,S,S,,S,R,,,,R,I,S,85
5902297,2016-09-05,dog,papulocrustous lesion,GN,pseudomonas,2016-09-12,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,86
5902342,2016-08-29,dog,urine,GN,escherichia,2016-09-02,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,I,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,R,R,87
5903415,2016-07-14,cat,opened wound,GN,pseudomonas,2016-07-24,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,88
5903701,2016-12-19,dog,urine,GN,citrobacter,2016-12-26,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,R,R,,R,,R,R,R,S,,R,,R,S,I,,S,R,,,,R,R,R,89
5904275,2016-12-14,dog,urine,GN,proteus,2016-12-19,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,R,,R,,S,,R,,R,R,,,,R,S,R,90
5904550,2016-10-04,dog,urine,GN,acinetobacter,2016-10-11,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,I,S,S,S,91
5905388,2016-09-30,dog,abscess,GN,acinetobacter,2016-10-10,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,S,,,,S,S,S,,I,S,,,S,S,S,S,92
5905994,2016-09-02,dog,opened wound,GN,pseudomonas,2016-09-07,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,93
5906328,2016-12-06,dog,ub mucosa,GN,proteus,2016-12-15,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,I,R,,R,S,S,S,,I,,S,,S,,R,S,,,,R,S,S,94
5906972,2016-07-28,dog,urine,GN,proteus,2016-08-03,train,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,R,,S,,R,,R,R,,,,R,I,R,95
5907687,2016-08-28,dog,crust from skin,GN,proteus,2016-09-02,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,R,,R,,R,,R,,R,I,,,,R,I,R,96
5907687,2016-08-28,dog,urine,GN,klebsiella,2016-09-02,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,+,R,S,S,,I,R,,,,R,I,R,97
5907687,2016-09-20,dog,urine,GN,pseudomonas,2016-09-26,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,R,I,S,,R,S,S,,,R,S,R,98
5908246,2016-07-13,dog,urine,GN,escherichia,2016-07-28,train,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,S,R,R,R,,R,R,R,S,,R,+,R,R,R,,S,R,,,,S,I,S,99
5908822,2016-08-18,cat,nasal discharge,GN,pasteurella,2016-08-24,train,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,,100
5908836,2016-10-10,dog,urine,GN,moraxella,2016-10-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,101
5909163,2016-12-26,cat,urine,GN,burkholderia,2016-12-30,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,,R,R,S,,R,S,,,,R,R,S,102
5909432,2016-08-09,dog,urine,GN,pseudomonas,2016-08-17,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,-,R,S,R,,R,S,S,,,R,R,R,103
5909558,2016-08-21,dog,urine,GN,klebsiella,2016-08-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,R,R,,,,R,R,R,104
5909664,2016-12-15,dog,urine,GN,escherichia,2016-12-22,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,R,105
